Log:
DateTime: 21.03 12.10.2025.

Model: ResNet101
Loss function: CrossEntropyLoss
Optimizer: SGD

HyperParameters:
- Number of epochs: 3
- Batch size: 128
- Learning rate: 0.001


ConsoleLog:
Streaming output truncated to the last 5000 lines.
Training:  29% 369/1293 [01:16<03:07,  4.92batch/s, Train loss=1.1448, Train accuracy=0.4387]
Training:  86% 1111/1293 [03:49<00:36,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  86% 1111/1293 [03:49<00:36,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  86% 1112/1293 [03:49<00:36,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  86% 1112/1293 [03:50<00:36,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  86% 1113/1293 [03:50<00:36,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  86% 1113/1293 [03:50<00:36,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  86% 1114/1293 [03:50<00:36,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  86% 1114/1293 [03:50<00:36,  4.93batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1115/1293 [03:50<00:36,  4.92batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1115/1293 [03:50<00:36,  4.92batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1116/1293 [03:50<00:35,  4.94batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1116/1293 [03:51<00:35,  4.94batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1117/1293 [03:51<00:35,  4.93batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  86% 1117/1293 [03:51<00:35,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  86% 1118/1293 [03:51<00:35,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4898]
Training:  86% 1118/1293 [03:51<00:35,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  87% 1119/1293 [03:51<00:35,  4.89batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  87% 1119/1293 [03:51<00:35,  4.89batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  87% 1120/1293 [03:51<00:35,  4.86batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  87% 1120/1293 [03:51<00:35,  4.86batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1121/1293 [03:51<00:35,  4.88batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1121/1293 [03:52<00:35,  4.88batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1122/1293 [03:52<00:35,  4.85batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1122/1293 [03:52<00:35,  4.85batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1123/1293 [03:52<00:34,  4.90batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1123/1293 [03:52<00:34,  4.90batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  87% 1124/1293 [03:52<00:34,  4.92batch/s, Train loss=1.0398, Train accuracy=0.4899]
Training:  87% 1124/1293 [03:52<00:34,  4.92batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  87% 1125/1293 [03:52<00:34,  4.94batch/s, Train loss=1.0397, Train accuracy=0.4899]
Training:  87% 1125/1293 [03:52<00:34,  4.94batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1126/1293 [03:52<00:33,  4.93batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1126/1293 [03:53<00:33,  4.93batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1127/1293 [03:53<00:34,  4.79batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1127/1293 [03:53<00:34,  4.79batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1128/1293 [03:53<00:34,  4.79batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1128/1293 [03:53<00:34,  4.79batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1129/1293 [03:53<00:34,  4.78batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1129/1293 [03:53<00:34,  4.78batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1130/1293 [03:53<00:34,  4.78batch/s, Train loss=1.0397, Train accuracy=0.4900]
Training:  87% 1130/1293 [03:53<00:34,  4.78batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1131/1293 [03:53<00:33,  4.78batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  87% 1131/1293 [03:54<00:33,  4.78batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  88% 1132/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0396, Train accuracy=0.4900]
Training:  88% 1132/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  88% 1133/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0396, Train accuracy=0.4899]
Training:  88% 1133/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  88% 1134/1293 [03:54<00:34,  4.55batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  88% 1134/1293 [03:54<00:34,  4.55batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  88% 1135/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0395, Train accuracy=0.4899]
Training:  88% 1135/1293 [03:54<00:34,  4.62batch/s, Train loss=1.0394, Train accuracy=0.4900]
Training:  88% 1136/1293 [03:54<00:33,  4.69batch/s, Train loss=1.0394, Train accuracy=0.4900]
Training:  88% 1136/1293 [03:55<00:33,  4.69batch/s, Train loss=1.0395, Train accuracy=0.4901]
Training:  88% 1137/1293 [03:55<00:33,  4.72batch/s, Train loss=1.0395, Train accuracy=0.4901]
Training:  88% 1137/1293 [03:55<00:33,  4.72batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  88% 1138/1293 [03:55<00:32,  4.74batch/s, Train loss=1.0395, Train accuracy=0.4900]
Training:  88% 1138/1293 [03:55<00:32,  4.74batch/s, Train loss=1.0393, Train accuracy=0.4900]
Training:  88% 1139/1293 [03:55<00:32,  4.77batch/s, Train loss=1.0393, Train accuracy=0.4900]
Training:  88% 1139/1293 [03:55<00:32,  4.77batch/s, Train loss=1.0393, Train accuracy=0.4901]
Training:  88% 1140/1293 [03:55<00:32,  4.65batch/s, Train loss=1.0393, Train accuracy=0.4901]
Training:  88% 1140/1293 [03:56<00:32,  4.65batch/s, Train loss=1.0393, Train accuracy=0.4901]
Training:  88% 1141/1293 [03:56<00:33,  4.60batch/s, Train loss=1.0393, Train accuracy=0.4901]
Training:  88% 1141/1293 [03:56<00:33,  4.60batch/s, Train loss=1.0392, Train accuracy=0.4901]
Training:  88% 1142/1293 [03:56<00:32,  4.59batch/s, Train loss=1.0392, Train accuracy=0.4901]
Training:  88% 1142/1293 [03:56<00:32,  4.59batch/s, Train loss=1.0391, Train accuracy=0.4901]
Training:  88% 1143/1293 [03:56<00:31,  4.70batch/s, Train loss=1.0391, Train accuracy=0.4901]
Training:  88% 1143/1293 [03:56<00:31,  4.70batch/s, Train loss=1.0390, Train accuracy=0.4901]
Training:  88% 1144/1293 [03:56<00:31,  4.76batch/s, Train loss=1.0390, Train accuracy=0.4901]
Training:  88% 1144/1293 [03:56<00:31,  4.76batch/s, Train loss=1.0389, Train accuracy=0.4901]
Training:  89% 1145/1293 [03:56<00:30,  4.80batch/s, Train loss=1.0389, Train accuracy=0.4901]
Training:  89% 1145/1293 [03:57<00:30,  4.80batch/s, Train loss=1.0389, Train accuracy=0.4902]
Training:  89% 1146/1293 [03:57<00:30,  4.85batch/s, Train loss=1.0389, Train accuracy=0.4902]
Training:  89% 1146/1293 [03:57<00:30,  4.85batch/s, Train loss=1.0391, Train accuracy=0.4902]
Training:  89% 1147/1293 [03:57<00:29,  4.87batch/s, Train loss=1.0391, Train accuracy=0.4902]
Training:  89% 1147/1293 [03:57<00:29,  4.87batch/s, Train loss=1.0391, Train accuracy=0.4902]
Training:  89% 1148/1293 [03:57<00:29,  4.90batch/s, Train loss=1.0391, Train accuracy=0.4902]
Training:  89% 1148/1293 [03:57<00:29,  4.90batch/s, Train loss=1.0390, Train accuracy=0.4902]
Training:  89% 1149/1293 [03:57<00:29,  4.89batch/s, Train loss=1.0390, Train accuracy=0.4902]
Training:  89% 1149/1293 [03:57<00:29,  4.89batch/s, Train loss=1.0389, Train accuracy=0.4903]
Training:  89% 1150/1293 [03:57<00:29,  4.91batch/s, Train loss=1.0389, Train accuracy=0.4903]
Training:  89% 1150/1293 [03:58<00:29,  4.91batch/s, Train loss=1.0387, Train accuracy=0.4904]
Training:  89% 1151/1293 [03:58<00:28,  4.91batch/s, Train loss=1.0387, Train accuracy=0.4904]
Training:  89% 1151/1293 [03:58<00:28,  4.91batch/s, Train loss=1.0388, Train accuracy=0.4903]
Training:  89% 1152/1293 [03:58<00:28,  4.92batch/s, Train loss=1.0388, Train accuracy=0.4903]
Training:  89% 1152/1293 [03:58<00:28,  4.92batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1153/1293 [03:58<00:28,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1153/1293 [03:58<00:28,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1154/1293 [03:58<00:28,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1154/1293 [03:58<00:28,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1155/1293 [03:58<00:27,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4903]
Training:  89% 1155/1293 [03:59<00:27,  4.93batch/s, Train loss=1.0386, Train accuracy=0.4904]
Training:  89% 1156/1293 [03:59<00:27,  4.94batch/s, Train loss=1.0386, Train accuracy=0.4904]
Training:  89% 1156/1293 [03:59<00:27,  4.94batch/s, Train loss=1.0386, Train accuracy=0.4904]
Training:  89% 1157/1293 [03:59<00:27,  4.93batch/s, Train loss=1.0386, Train accuracy=0.4904]
Training:  89% 1157/1293 [03:59<00:27,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4905]
Training:  90% 1158/1293 [03:59<00:27,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4905]
Training:  90% 1158/1293 [03:59<00:27,  4.93batch/s, Train loss=1.0388, Train accuracy=0.4905]
Training:  90% 1159/1293 [03:59<00:27,  4.92batch/s, Train loss=1.0388, Train accuracy=0.4905]
Training:  90% 1159/1293 [03:59<00:27,  4.92batch/s, Train loss=1.0387, Train accuracy=0.4905]
Training:  90% 1160/1293 [03:59<00:26,  4.93batch/s, Train loss=1.0387, Train accuracy=0.4905]
Training:  90% 1160/1293 [04:00<00:26,  4.93batch/s, Train loss=1.0386, Train accuracy=0.4905]
Training:  90% 1161/1293 [04:00<00:26,  4.94batch/s, Train loss=1.0386, Train accuracy=0.4905]
Training:  90% 1161/1293 [04:00<00:26,  4.94batch/s, Train loss=1.0385, Train accuracy=0.4905]
Training:  90% 1162/1293 [04:00<00:26,  4.93batch/s, Train loss=1.0385, Train accuracy=0.4905]
Training:  90% 1162/1293 [04:00<00:26,  4.93batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1163/1293 [04:00<00:26,  4.93batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1163/1293 [04:00<00:26,  4.93batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1164/1293 [04:00<00:26,  4.83batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1164/1293 [04:00<00:26,  4.83batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1165/1293 [04:00<00:26,  4.83batch/s, Train loss=1.0384, Train accuracy=0.4906]
Training:  90% 1165/1293 [04:01<00:26,  4.83batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  90% 1166/1293 [04:01<00:26,  4.81batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  90% 1166/1293 [04:01<00:26,  4.81batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  90% 1167/1293 [04:01<00:26,  4.78batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  90% 1167/1293 [04:01<00:26,  4.78batch/s, Train loss=1.0382, Train accuracy=0.4907]
Training:  90% 1168/1293 [04:01<00:25,  4.84batch/s, Train loss=1.0382, Train accuracy=0.4907]
Training:  90% 1168/1293 [04:01<00:25,  4.84batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  90% 1169/1293 [04:01<00:25,  4.82batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  90% 1169/1293 [04:02<00:25,  4.82batch/s, Train loss=1.0380, Train accuracy=0.4908]
Training:  90% 1170/1293 [04:02<00:25,  4.86batch/s, Train loss=1.0380, Train accuracy=0.4908]
Training:  90% 1170/1293 [04:02<00:25,  4.86batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1171/1293 [04:02<00:24,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1171/1293 [04:02<00:24,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1172/1293 [04:02<00:24,  4.89batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1172/1293 [04:02<00:24,  4.89batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1173/1293 [04:02<00:24,  4.91batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1173/1293 [04:02<00:24,  4.91batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1174/1293 [04:02<00:24,  4.82batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1174/1293 [04:03<00:24,  4.82batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1175/1293 [04:03<00:24,  4.86batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1175/1293 [04:03<00:24,  4.86batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1176/1293 [04:03<00:23,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1176/1293 [04:03<00:23,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1177/1293 [04:03<00:23,  4.92batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1177/1293 [04:03<00:23,  4.92batch/s, Train loss=1.0380, Train accuracy=0.4908]
Training:  91% 1178/1293 [04:03<00:23,  4.92batch/s, Train loss=1.0380, Train accuracy=0.4908]
Training:  91% 1178/1293 [04:03<00:23,  4.92batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1179/1293 [04:03<00:23,  4.84batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1179/1293 [04:04<00:23,  4.84batch/s, Train loss=1.0382, Train accuracy=0.4908]
Training:  91% 1180/1293 [04:04<00:23,  4.87batch/s, Train loss=1.0382, Train accuracy=0.4908]
Training:  91% 1180/1293 [04:04<00:23,  4.87batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1181/1293 [04:04<00:22,  4.90batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  91% 1181/1293 [04:04<00:22,  4.90batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1182/1293 [04:04<00:22,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  91% 1182/1293 [04:04<00:22,  4.88batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  91% 1183/1293 [04:04<00:22,  4.91batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  91% 1183/1293 [04:04<00:22,  4.91batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  92% 1184/1293 [04:04<00:22,  4.91batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  92% 1184/1293 [04:05<00:22,  4.91batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  92% 1185/1293 [04:05<00:21,  4.93batch/s, Train loss=1.0381, Train accuracy=0.4908]
Training:  92% 1185/1293 [04:05<00:21,  4.93batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1186/1293 [04:05<00:21,  4.94batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1186/1293 [04:05<00:21,  4.94batch/s, Train loss=1.0379, Train accuracy=0.4907]
Training:  92% 1187/1293 [04:05<00:21,  4.94batch/s, Train loss=1.0379, Train accuracy=0.4907]
Training:  92% 1187/1293 [04:05<00:21,  4.94batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1188/1293 [04:05<00:21,  4.95batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1188/1293 [04:05<00:21,  4.95batch/s, Train loss=1.0382, Train accuracy=0.4907]
Training:  92% 1189/1293 [04:05<00:20,  4.97batch/s, Train loss=1.0382, Train accuracy=0.4907]
Training:  92% 1189/1293 [04:06<00:20,  4.97batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1190/1293 [04:06<00:20,  4.97batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1190/1293 [04:06<00:20,  4.97batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1191/1293 [04:06<00:20,  4.98batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1191/1293 [04:06<00:20,  4.98batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  92% 1192/1293 [04:06<00:20,  4.81batch/s, Train loss=1.0380, Train accuracy=0.4907]
Training:  92% 1192/1293 [04:06<00:20,  4.81batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1193/1293 [04:06<00:20,  4.79batch/s, Train loss=1.0381, Train accuracy=0.4907]
Training:  92% 1193/1293 [04:06<00:20,  4.79batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  92% 1194/1293 [04:06<00:21,  4.63batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  92% 1194/1293 [04:07<00:21,  4.63batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  92% 1195/1293 [04:07<00:21,  4.66batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  92% 1195/1293 [04:07<00:21,  4.66batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  92% 1196/1293 [04:07<00:20,  4.69batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  92% 1196/1293 [04:07<00:20,  4.69batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  93% 1197/1293 [04:07<00:20,  4.63batch/s, Train loss=1.0383, Train accuracy=0.4906]
Training:  93% 1197/1293 [04:07<00:20,  4.63batch/s, Train loss=1.0384, Train accuracy=0.4905]
Training:  93% 1198/1293 [04:07<00:20,  4.66batch/s, Train loss=1.0384, Train accuracy=0.4905]
Training:  93% 1198/1293 [04:08<00:20,  4.66batch/s, Train loss=1.0384, Train accuracy=0.4905]
Training:  93% 1199/1293 [04:08<00:20,  4.67batch/s, Train loss=1.0384, Train accuracy=0.4905]
Training:  93% 1199/1293 [04:08<00:20,  4.67batch/s, Train loss=1.0384, Train accuracy=0.4904]
Training:  93% 1200/1293 [04:08<00:19,  4.66batch/s, Train loss=1.0384, Train accuracy=0.4904]
Training:  93% 1200/1293 [04:08<00:19,  4.66batch/s, Train loss=1.0384, Train accuracy=0.4904]
Training:  93% 1201/1293 [04:08<00:19,  4.71batch/s, Train loss=1.0384, Train accuracy=0.4904]
Training:  93% 1201/1293 [04:08<00:19,  4.71batch/s, Train loss=1.0385, Train accuracy=0.4904]
Training:  93% 1202/1293 [04:08<00:19,  4.71batch/s, Train loss=1.0385, Train accuracy=0.4904]
Training:  93% 1202/1293 [04:08<00:19,  4.71batch/s, Train loss=1.0383, Train accuracy=0.4904]
Training:  93% 1203/1293 [04:08<00:18,  4.74batch/s, Train loss=1.0383, Train accuracy=0.4904]
Training:  93% 1203/1293 [04:09<00:18,  4.74batch/s, Train loss=1.0383, Train accuracy=0.4904]
Training:  93% 1204/1293 [04:09<00:18,  4.77batch/s, Train loss=1.0383, Train accuracy=0.4904]
Training:  93% 1204/1293 [04:09<00:18,  4.77batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  93% 1205/1293 [04:09<00:18,  4.66batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  93% 1205/1293 [04:09<00:18,  4.66batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1206/1293 [04:09<00:18,  4.67batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1206/1293 [04:09<00:18,  4.67batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1207/1293 [04:09<00:18,  4.64batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1207/1293 [04:09<00:18,  4.64batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1208/1293 [04:09<00:19,  4.43batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  93% 1208/1293 [04:10<00:19,  4.43batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  94% 1209/1293 [04:10<00:18,  4.56batch/s, Train loss=1.0382, Train accuracy=0.4906]
Training:  94% 1209/1293 [04:10<00:18,  4.56batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1210/1293 [04:10<00:17,  4.68batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1210/1293 [04:10<00:17,  4.68batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1211/1293 [04:10<00:17,  4.74batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1211/1293 [04:10<00:17,  4.74batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1212/1293 [04:10<00:16,  4.80batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1212/1293 [04:10<00:16,  4.80batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1213/1293 [04:10<00:16,  4.85batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1213/1293 [04:11<00:16,  4.85batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1214/1293 [04:11<00:16,  4.86batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1214/1293 [04:11<00:16,  4.86batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1215/1293 [04:11<00:15,  4.88batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1215/1293 [04:11<00:15,  4.88batch/s, Train loss=1.0381, Train accuracy=0.4905]
Training:  94% 1216/1293 [04:11<00:15,  4.90batch/s, Train loss=1.0381, Train accuracy=0.4905]
Training:  94% 1216/1293 [04:11<00:15,  4.90batch/s, Train loss=1.0381, Train accuracy=0.4905]
Training:  94% 1217/1293 [04:11<00:15,  4.92batch/s, Train loss=1.0381, Train accuracy=0.4905]
Training:  94% 1217/1293 [04:11<00:15,  4.92batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1218/1293 [04:11<00:15,  4.92batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1218/1293 [04:12<00:15,  4.92batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1219/1293 [04:12<00:15,  4.91batch/s, Train loss=1.0382, Train accuracy=0.4905]
Training:  94% 1219/1293 [04:12<00:15,  4.91batch/s, Train loss=1.0381, Train accuracy=0.4905]
Training:  94% 1220/1293 [04:12<00:14,  4.93batch/s, Train loss=1.0381, Train accuracy=0.4905]
